timestamp_reposicion,categoria_producto,ubicacion_mueble,cantidad_repuesta,etiqueta_reposicion
2025-03-27 16:09:00,Panaderia,112,54,1
2025-04-24 19:56:00,Condimentos,111,0,0
2025-03-17 11:53:00,Limpieza,111,36,1
2025-06-22 16:26:00,Lacteos,101,0,0
2025-10-23 08:31:00,Frutas_Verduras,118,23,1
2024-12-12 10:49:00,Frutas_Verduras,119,24,1
2025-07-06 09:35:00,Panaderia,106,80,1
2025-10-03 08:56:00,Frutas_Verduras,106,26,1
2025-08-28 13:56:00,Bebidas_Gaseosas,101,51,1
2025-01-23 15:10:00,Condimentos,112,0,0
2025-04-18 14:04:00,Enlatados,108,52,1
2025-03-09 11:59:00,Enlatados,101,0,0
2025-09-04 19:00:00,Limpieza,115,31,1
2025-10-16 15:14:00,Congelados,105,0,0
2025-03-21 10:00:00,Bebidas_Gaseosas,106,76,1
2025-06-30 10:19:00,Enlatados,101,63,1
2025-09-26 11:26:00,Lacteos,105,82,1
2025-07-04 11:46:00,Panaderia,107,51,1
2025-05-06 19:43:00,Frutas_Verduras,106,48,1
2025-05-15 18:33:00,Congelados,113,0,0
2025-02-08 18:10:00,Congelados,116,0,0
2025-09-20 14:10:00,Panaderia,107,110,1
2025-07-06 19:36:00,Panaderia,111,144,1
2024-12-28 17:52:00,Condimentos,116,0,0
2025-05-23 19:25:00,Lacteos,105,73,1
2025-09-12 12:20:00,Frutas_Verduras,108,63,1
2025-07-31 15:04:00,Congelados,102,0,0
2025-04-23 17:33:00,Frutas_Verduras,113,0,0
2025-02-14 16:53:00,Limpieza,110,0,0
2025-03-24 09:33:00,Enlatados,109,0,0
2025-11-18 17:02:00,Congelados,104,29,1
2025-04-15 10:57:00,Bebidas_Gaseosas,109,0,0
2025-06-09 08:05:00,Condimentos,112,7,1
2025-07-21 14:18:00,Congelados,112,5,1
2025-09-03 16:41:00,Congelados,119,12,1
2025-08-02 16:29:00,Frutas_Verduras,108,56,1
2025-06-02 15:42:00,Panaderia,103,120,1
2025-06-09 18:46:00,Frutas_Verduras,102,50,1
2025-07-09 19:24:00,Lacteos,103,0,0
2025-10-07 11:06:00,Congelados,106,0,0
2025-02-23 19:16:00,Lacteos,105,52,1
2025-05-20 11:51:00,Bebidas_Gaseosas,103,51,1
2024-12-17 08:37:00,Congelados,113,0,0
2025-01-21 11:28:00,Panaderia,113,80,1
2025-11-15 18:40:00,Bebidas_Gaseosas,113,122,1
2025-06-25 16:17:00,Condimentos,119,27,1
2025-07-07 12:44:00,Lacteos,120,127,1
2025-07-23 19:50:00,Frutas_Verduras,111,46,1
2025-06-26 14:47:00,Enlatados,101,0,0
2025-06-12 18:23:00,Congelados,112,0,0
2025-02-11 16:30:00,Lacteos,102,95,1
2024-12-26 17:12:00,Enlatados,108,0,0
2025-07-13 17:04:00,Enlatados,108,0,0
2024-12-30 13:54:00,Lacteos,117,111,1
2025-08-14 10:54:00,Congelados,103,0,0
2025-06-19 19:32:00,Limpieza,102,45,1
2025-09-11 13:47:00,Limpieza,120,0,0
2025-03-30 09:11:00,Lacteos,111,66,1
2025-10-24 10:46:00,Limpieza,107,40,1
2025-11-07 12:01:00,Congelados,107,0,0
2024-12-05 17:13:00,Panaderia,116,88,1
2025-06-07 08:19:00,Frutas_Verduras,115,69,1
2025-04-12 11:32:00,Panaderia,115,55,1
2025-10-04 10:16:00,Frutas_Verduras,102,58,1
2025-06-05 12:25:00,Frutas_Verduras,101,68,1
2025-10-29 13:55:00,Lacteos,117,90,1
2025-09-22 18:34:00,Enlatados,116,0,0
2025-08-14 19:20:00,Limpieza,113,62,1
2025-11-02 08:38:00,Bebidas_Gaseosas,113,104,1
2025-07-03 15:37:00,Limpieza,119,0,0
2024-12-27 10:35:00,Frutas_Verduras,110,20,1
2025-06-01 12:58:00,Bebidas_Gaseosas,114,73,1
2025-08-29 18:22:00,Lacteos,119,61,1
2025-02-25 12:36:00,Panaderia,111,0,0
2025-04-12 14:48:00,Congelados,103,17,1
2025-02-20 14:41:00,Lacteos,120,76,1
2025-10-16 15:11:00,Lacteos,113,63,1
2025-09-26 19:00:00,Frutas_Verduras,118,21,1
2025-10-08 09:02:00,Lacteos,109,54,1
2025-02-19 12:24:00,Congelados,116,0,0
2025-01-10 19:48:00,Lacteos,120,76,1
2025-03-03 13:14:00,Frutas_Verduras,109,24,1
2025-04-24 18:34:00,Congelados,110,0,0
2025-05-04 08:28:00,Limpieza,112,55,1
2024-11-28 08:43:00,Enlatados,120,41,1
2025-03-20 16:48:00,Congelados,107,25,1
2025-04-18 14:09:00,Enlatados,103,57,1
2024-12-18 14:14:00,Frutas_Verduras,113,63,1
2025-05-24 12:47:00,Condimentos,101,7,1
2025-01-08 15:27:00,Enlatados,120,20,1
2025-09-16 14:17:00,Lacteos,102,76,1
2025-08-09 09:42:00,Enlatados,120,20,1
2025-08-29 10:07:00,Limpieza,117,0,0
2025-07-16 12:37:00,Condimentos,114,0,0
2025-03-02 08:12:00,Congelados,106,0,0
2025-04-27 16:53:00,Bebidas_Gaseosas,110,0,0
2025-01-14 18:20:00,Congelados,104,0,0
2025-10-13 11:56:00,Panaderia,109,135,1
2025-05-26 13:55:00,Frutas_Verduras,109,37,1
2025-09-05 18:24:00,Condimentos,120,0,0
2024-12-03 14:56:00,Panaderia,108,70,1
2025-06-16 15:35:00,Frutas_Verduras,118,46,1
2024-12-22 16:25:00,Panaderia,116,96,1
2025-07-26 12:02:00,Limpieza,117,0,0
2025-07-25 19:20:00,Limpieza,115,0,0
2024-12-24 19:22:00,Congelados,114,19,1
2025-01-28 19:25:00,Panaderia,104,90,1
2025-10-10 11:53:00,Limpieza,103,22,1
2025-03-14 11:22:00,Lacteos,118,138,1
2025-10-12 08:44:00,Frutas_Verduras,102,20,1
2025-08-02 14:27:00,Enlatados,112,46,1
2024-12-27 08:43:00,Panaderia,110,91,1
2025-04-23 12:21:00,Bebidas_Gaseosas,103,0,0
2025-11-06 11:35:00,Congelados,114,0,0
2025-10-14 18:58:00,Enlatados,107,62,1
2025-04-30 09:00:00,Limpieza,107,49,1
2025-09-05 17:17:00,Limpieza,118,52,1
2025-04-27 10:13:00,Frutas_Verduras,110,0,0
2025-08-28 10:23:00,Limpieza,104,0,0
2024-12-19 19:00:00,Enlatados,108,39,1
2025-04-02 19:42:00,Condimentos,110,0,0
2025-01-10 10:17:00,Panaderia,117,57,1
2025-10-01 12:30:00,Lacteos,103,56,1
2025-11-12 11:44:00,Enlatados,115,20,1
2025-01-24 16:16:00,Lacteos,107,53,1
2025-03-04 11:46:00,Frutas_Verduras,114,66,1
2025-10-11 18:02:00,Enlatados,110,0,0
2025-09-01 16:16:00,Enlatados,116,22,1
2025-07-25 18:47:00,Limpieza,111,0,0
2025-02-22 18:32:00,Enlatados,103,54,1
2025-11-14 08:43:00,Condimentos,104,0,0
2025-08-23 15:46:00,Bebidas_Gaseosas,117,103,1
2025-05-07 10:14:00,Lacteos,115,104,1
2025-10-10 19:55:00,Frutas_Verduras,101,55,1
2025-05-22 13:52:00,Panaderia,114,140,1
2025-09-29 12:44:00,Bebidas_Gaseosas,103,82,1
2025-03-16 14:51:00,Bebidas_Gaseosas,116,111,1
2025-08-26 13:33:00,Panaderia,114,0,0
2025-02-12 10:44:00,Condimentos,116,0,0
2025-03-26 09:07:00,Frutas_Verduras,110,61,1
2025-07-23 15:07:00,Limpieza,104,35,1
2025-01-13 08:11:00,Frutas_Verduras,120,0,0
2025-07-23 11:08:00,Frutas_Verduras,111,59,1
2025-01-09 11:54:00,Congelados,103,0,0
2024-12-12 16:23:00,Limpieza,114,0,0
2025-07-22 18:26:00,Bebidas_Gaseosas,117,0,0
2025-05-26 19:29:00,Limpieza,117,0,0
2025-01-04 14:33:00,Lacteos,103,138,1
2025-10-15 10:09:00,Congelados,117,8,1
2025-05-06 08:31:00,Enlatados,105,0,0
2025-07-11 12:32:00,Limpieza,102,0,0
2025-05-28 15:16:00,Panaderia,112,136,1
2025-05-17 11:39:00,Bebidas_Gaseosas,113,0,0
2025-10-29 14:34:00,Enlatados,113,43,1
2025-11-04 10:50:00,Condimentos,111,0,0
2025-01-21 17:02:00,Bebidas_Gaseosas,110,82,1
2025-05-09 17:24:00,Bebidas_Gaseosas,108,54,1
2025-10-15 18:29:00,Panaderia,105,116,1
2025-11-12 14:36:00,Enlatados,113,0,0
2024-12-02 14:56:00,Limpieza,120,0,0
2025-04-26 12:14:00,Panaderia,120,89,1
2025-02-10 13:28:00,Congelados,109,10,1
2025-06-28 13:32:00,Congelados,114,0,0
2025-02-20 15:52:00,Panaderia,116,66,1
2025-03-28 17:29:00,Congelados,111,16,1
2025-07-03 10:22:00,Enlatados,117,38,1
2025-02-18 18:59:00,Condimentos,103,0,0
2025-10-21 09:00:00,Condimentos,105,0,0
2025-01-23 08:09:00,Limpieza,113,38,1
2025-01-14 15:51:00,Enlatados,111,46,1
2025-07-05 13:43:00,Limpieza,110,36,1
2025-11-18 14:03:00,Panaderia,117,139,1
2025-09-06 09:58:00,Congelados,108,12,1
2025-10-10 15:02:00,Enlatados,101,52,1
2025-04-30 18:39:00,Limpieza,102,0,0
2025-08-08 13:11:00,Panaderia,101,146,1
2025-07-02 09:53:00,Enlatados,103,32,1
2025-09-26 17:06:00,Bebidas_Gaseosas,120,92,1
2025-11-19 16:31:00,Limpieza,110,0,0
2025-02-28 13:09:00,Panaderia,111,134,1
2024-11-23 12:45:00,Congelados,116,20,1
2025-09-06 08:39:00,Congelados,110,0,0
2025-09-20 08:58:00,Condimentos,103,0,0
2025-02-13 17:31:00,Lacteos,116,79,1
2024-12-08 17:47:00,Lacteos,101,133,1
2025-02-24 09:05:00,Limpieza,113,0,0
2024-12-29 09:52:00,Frutas_Verduras,103,38,1
2025-02-28 10:12:00,Frutas_Verduras,106,43,1
2025-10-06 18:33:00,Frutas_Verduras,101,21,1
2025-02-20 16:15:00,Frutas_Verduras,112,0,0
2025-10-06 14:43:00,Congelados,103,0,0
2025-01-03 18:10:00,Frutas_Verduras,106,57,1
2025-08-17 13:29:00,Congelados,111,0,0
2025-09-03 17:35:00,Panaderia,105,0,0
2024-12-29 14:23:00,Lacteos,117,92,1
2025-05-20 08:49:00,Bebidas_Gaseosas,118,65,1
2024-11-25 10:24:00,Frutas_Verduras,101,45,1
2025-04-04 11:12:00,Enlatados,116,0,0
2025-06-11 16:09:00,Condimentos,116,0,0
2025-05-03 09:09:00,Condimentos,111,0,0
2025-03-29 17:54:00,Congelados,101,0,0
2025-09-18 11:25:00,Limpieza,105,35,1
2024-12-04 13:28:00,Limpieza,117,22,1
2025-02-26 09:01:00,Panaderia,110,115,1
2025-04-25 08:51:00,Lacteos,107,76,1
2025-08-12 10:37:00,Enlatados,104,34,1
2025-07-15 18:30:00,Lacteos,102,96,1
2025-11-08 08:45:00,Limpieza,118,35,1
2025-03-27 09:35:00,Congelados,106,0,0
2025-02-03 14:27:00,Lacteos,114,137,1
2025-04-22 10:47:00,Congelados,104,0,0
2025-02-02 10:39:00,Panaderia,114,73,1
2025-07-13 08:08:00,Enlatados,102,66,1
2025-01-15 12:50:00,Condimentos,119,0,0
2025-02-07 11:52:00,Bebidas_Gaseosas,117,111,1
2025-10-24 19:03:00,Bebidas_Gaseosas,119,146,1
2024-12-06 10:16:00,Frutas_Verduras,107,0,0
2025-07-19 14:36:00,Enlatados,119,31,1
2025-07-02 16:54:00,Congelados,117,0,0
2024-12-10 17:42:00,Enlatados,119,0,0
2025-08-18 11:33:00,Frutas_Verduras,101,28,1
2025-05-29 10:46:00,Congelados,110,0,0
2025-04-15 09:56:00,Enlatados,116,0,0
2025-01-27 17:31:00,Bebidas_Gaseosas,112,57,1
2025-06-26 15:34:00,Frutas_Verduras,120,53,1
2025-11-07 08:50:00,Limpieza,112,0,0
2025-06-26 17:23:00,Limpieza,105,21,1
2024-11-27 19:50:00,Lacteos,114,54,1
2025-09-22 12:46:00,Limpieza,110,0,0
2025-11-19 09:54:00,Limpieza,109,0,0
2025-02-10 09:30:00,Enlatados,111,0,0
2025-09-15 10:02:00,Congelados,102,0,0
2025-01-16 19:24:00,Condimentos,115,0,0
2024-12-12 15:22:00,Congelados,107,0,0
2025-03-15 18:00:00,Bebidas_Gaseosas,106,0,0
2025-04-18 13:07:00,Lacteos,116,120,1
2025-09-16 14:39:00,Frutas_Verduras,107,23,1
2025-07-18 18:51:00,Frutas_Verduras,102,53,1
2024-12-09 13:15:00,Condimentos,107,21,1
2025-11-10 15:41:00,Condimentos,111,0,0
2025-05-20 17:11:00,Limpieza,108,0,0
2025-07-30 14:06:00,Lacteos,114,120,1
2025-09-14 08:39:00,Frutas_Verduras,102,0,0
2025-06-17 08:40:00,Bebidas_Gaseosas,118,75,1
2025-03-09 12:00:00,Enlatados,105,0,0
2025-07-02 10:40:00,Limpieza,115,0,0
2025-02-27 11:30:00,Bebidas_Gaseosas,117,143,1
2025-01-28 19:18:00,Limpieza,107,56,1
2025-07-06 12:52:00,Limpieza,118,0,0
2025-06-11 09:12:00,Lacteos,101,144,1
2025-01-31 15:39:00,Enlatados,108,0,0
2025-03-05 13:49:00,Limpieza,101,0,0
2025-01-21 16:44:00,Enlatados,107,35,1
2025-05-26 13:57:00,Bebidas_Gaseosas,105,95,1
2025-01-26 13:51:00,Condimentos,113,0,0
2025-09-28 12:44:00,Limpieza,119,0,0
2025-04-04 13:10:00,Congelados,108,16,1
2025-02-07 13:55:00,Condimentos,113,5,1
2025-01-05 15:46:00,Panaderia,106,95,1
2025-09-06 16:34:00,Congelados,108,0,0
2025-08-18 11:38:00,Lacteos,104,50,1
2025-01-12 14:03:00,Enlatados,118,0,0
2025-10-08 13:33:00,Panaderia,109,95,1
2025-06-23 19:50:00,Panaderia,120,68,1
2025-02-20 15:53:00,Limpieza,109,0,0
2025-11-13 13:26:00,Condimentos,102,6,1
2025-03-30 14:19:00,Lacteos,110,102,1
2024-12-29 14:53:00,Bebidas_Gaseosas,111,88,1
2025-08-22 14:02:00,Lacteos,117,114,1
2025-03-23 10:37:00,Lacteos,113,0,0
2025-02-21 14:39:00,Frutas_Verduras,116,34,1
2025-06-21 09:13:00,Bebidas_Gaseosas,119,96,1
2025-06-26 09:07:00,Congelados,108,0,0
2025-08-14 15:06:00,Enlatados,114,0,0
2025-07-08 12:19:00,Limpieza,117,22,1
2025-04-02 15:46:00,Frutas_Verduras,113,48,1
2024-12-02 08:51:00,Bebidas_Gaseosas,114,51,1
2025-06-30 14:08:00,Enlatados,111,0,0
2024-12-15 18:57:00,Bebidas_Gaseosas,120,75,1
2024-12-08 17:13:00,Frutas_Verduras,107,0,0
2024-12-28 17:30:00,Bebidas_Gaseosas,118,135,1
2025-04-10 16:55:00,Limpieza,115,0,0
2025-08-17 12:20:00,Lacteos,107,89,1
2025-05-26 19:51:00,Enlatados,116,0,0
2025-07-18 14:30:00,Congelados,112,0,0
2025-04-03 14:31:00,Bebidas_Gaseosas,109,120,1
2025-11-10 08:49:00,Bebidas_Gaseosas,108,109,1
2025-06-29 12:34:00,Bebidas_Gaseosas,105,87,1
2025-02-09 18:40:00,Limpieza,117,56,1
2025-01-02 17:00:00,Bebidas_Gaseosas,110,118,1
2025-01-16 19:36:00,Enlatados,103,52,1
2025-01-25 11:00:00,Bebidas_Gaseosas,104,64,1
2025-05-07 10:09:00,Condimentos,120,18,1
2025-09-15 14:23:00,Congelados,112,0,0
2025-09-22 18:12:00,Limpieza,119,0,0
2025-08-08 10:18:00,Frutas_Verduras,109,0,0
2025-04-13 10:43:00,Limpieza,111,63,1
2025-03-13 13:51:00,Frutas_Verduras,108,0,0
2025-06-07 14:54:00,Congelados,108,6,1
2025-01-21 14:57:00,Bebidas_Gaseosas,101,93,1
2025-07-02 16:29:00,Congelados,116,0,0
2025-06-24 11:23:00,Limpieza,114,22,1
2025-10-20 10:12:00,Lacteos,114,0,0
2024-11-21 09:30:00,Enlatados,102,0,0
2025-05-31 16:19:00,Bebidas_Gaseosas,107,119,1
2025-08-27 12:45:00,Frutas_Verduras,112,0,0
2025-07-25 17:02:00,Congelados,112,9,1
2025-04-05 10:15:00,Lacteos,104,79,1
2025-05-18 18:01:00,Panaderia,104,0,0
2025-04-16 17:03:00,Enlatados,115,0,0
2025-03-04 15:23:00,Enlatados,113,33,1
2025-07-19 14:04:00,Condimentos,118,18,1
2025-10-28 16:24:00,Bebidas_Gaseosas,107,90,1
2025-11-18 09:15:00,Frutas_Verduras,107,44,1
2025-09-20 10:24:00,Congelados,108,23,1
2025-09-23 17:52:00,Frutas_Verduras,116,57,1
2025-04-07 11:31:00,Congelados,110,22,1
2025-03-04 08:33:00,Congelados,101,19,1
2025-02-23 19:13:00,Frutas_Verduras,106,0,0
2025-09-11 18:03:00,Panaderia,104,71,1
2025-01-10 17:51:00,Bebidas_Gaseosas,110,111,1
2025-02-12 14:20:00,Limpieza,107,0,0
2025-10-16 14:21:00,Bebidas_Gaseosas,105,79,1
2025-06-20 17:34:00,Bebidas_Gaseosas,110,113,1
2025-03-15 15:04:00,Bebidas_Gaseosas,119,109,1
2025-01-23 19:27:00,Condimentos,111,0,0
2024-12-23 08:19:00,Frutas_Verduras,106,53,1
2025-07-06 19:08:00,Bebidas_Gaseosas,111,113,1
2024-11-22 14:03:00,Enlatados,101,0,0
2025-11-13 11:48:00,Limpieza,102,0,0
2025-03-19 11:17:00,Limpieza,115,0,0
2025-09-16 16:12:00,Congelados,105,0,0
2025-05-13 13:33:00,Bebidas_Gaseosas,101,96,1
2025-01-15 08:56:00,Bebidas_Gaseosas,116,97,1
2025-08-08 17:27:00,Panaderia,117,137,1
2025-08-22 15:38:00,Congelados,102,0,0
2025-06-21 18:29:00,Bebidas_Gaseosas,108,59,1
2025-10-30 15:46:00,Frutas_Verduras,104,51,1
2025-06-03 18:36:00,Condimentos,104,0,0
2025-09-26 11:24:00,Enlatados,120,21,1
2024-12-31 11:45:00,Frutas_Verduras,120,67,1
2025-08-19 15:38:00,Condimentos,103,24,1
2025-02-04 18:57:00,Enlatados,103,50,1
2025-08-15 12:41:00,Lacteos,115,131,1
2025-03-10 19:05:00,Limpieza,103,0,0
2025-07-01 09:21:00,Frutas_Verduras,118,54,1
2025-02-01 15:26:00,Panaderia,116,149,1
2025-05-28 10:54:00,Frutas_Verduras,106,25,1
2025-04-11 11:57:00,Lacteos,120,130,1
2025-03-08 13:43:00,Panaderia,120,82,1
2025-06-26 19:25:00,Condimentos,115,0,0
2025-05-31 14:17:00,Panaderia,118,129,1
2025-09-11 10:27:00,Condimentos,104,0,0
2024-12-31 08:42:00,Lacteos,105,97,1
2025-05-19 09:49:00,Condimentos,112,0,0
2025-02-08 14:37:00,Congelados,109,0,0
2025-06-13 18:46:00,Congelados,106,0,0
2024-12-04 18:13:00,Condimentos,101,0,0
2025-01-23 12:17:00,Congelados,113,0,0
2024-12-20 08:27:00,Congelados,109,0,0
2025-08-29 17:17:00,Bebidas_Gaseosas,106,112,1
2024-11-29 15:41:00,Lacteos,108,50,1
2025-02-18 12:31:00,Panaderia,101,0,0
2025-01-01 12:03:00,Enlatados,119,43,1
2025-10-18 11:32:00,Frutas_Verduras,102,47,1
2025-09-21 16:41:00,Bebidas_Gaseosas,118,100,1
2025-06-01 11:32:00,Lacteos,116,86,1
2025-04-10 16:54:00,Lacteos,103,90,1
2025-04-28 11:34:00,Enlatados,111,0,0
2024-12-18 18:30:00,Condimentos,110,9,1
2025-02-23 13:24:00,Bebidas_Gaseosas,119,89,1
2025-08-19 08:11:00,Lacteos,103,117,1
2025-09-27 11:32:00,Condimentos,103,0,0
2025-02-14 08:38:00,Enlatados,108,0,0
2025-05-31 09:44:00,Limpieza,101,0,0
2025-04-25 10:51:00,Congelados,118,0,0
2025-10-30 09:17:00,Panaderia,120,137,1
2024-11-23 09:43:00,Enlatados,113,0,0
2025-08-16 16:22:00,Enlatados,120,0,0
2025-04-15 18:34:00,Lacteos,119,147,1
2025-05-24 17:50:00,Enlatados,106,37,1
2024-12-22 16:51:00,Lacteos,108,122,1
2025-11-16 08:24:00,Condimentos,107,5,1
2024-11-24 19:45:00,Lacteos,109,112,1
2025-05-04 16:59:00,Enlatados,101,27,1
2025-06-25 12:32:00,Condimentos,106,0,0
2025-03-24 11:18:00,Condimentos,109,0,0
2024-12-31 12:48:00,Panaderia,120,117,1
2025-01-03 14:14:00,Bebidas_Gaseosas,111,140,1
2025-03-22 09:40:00,Enlatados,111,0,0
2025-07-24 15:40:00,Bebidas_Gaseosas,101,0,0
2025-07-04 08:55:00,Condimentos,107,21,1
2025-08-20 11:53:00,Congelados,113,17,1
2025-02-24 10:57:00,Condimentos,110,0,0
2025-09-10 09:34:00,Enlatados,111,0,0
2024-11-20 19:33:00,Panaderia,110,68,1
2025-04-14 11:20:00,Condimentos,111,0,0
2025-09-06 11:47:00,Limpieza,106,53,1
2025-07-25 16:55:00,Condimentos,109,0,0
2025-06-26 09:13:00,Enlatados,120,59,1
2025-10-09 09:25:00,Limpieza,111,20,1
2024-12-10 09:51:00,Panaderia,117,80,1
2024-11-26 11:08:00,Limpieza,104,0,0
2025-01-29 10:00:00,Limpieza,109,64,1
2025-03-11 09:56:00,Frutas_Verduras,109,53,1
2025-05-21 19:26:00,Enlatados,119,30,1
2025-03-01 08:12:00,Congelados,101,0,0
2025-03-10 13:29:00,Congelados,102,0,0
2025-03-02 15:16:00,Limpieza,109,39,1
2025-07-08 08:52:00,Condimentos,102,0,0
2025-09-07 19:17:00,Limpieza,110,28,1
2025-04-04 17:54:00,Panaderia,116,68,1
2025-10-21 10:33:00,Enlatados,120,0,0
2025-02-16 12:20:00,Congelados,117,0,0
2025-09-25 11:06:00,Bebidas_Gaseosas,101,76,1
2025-01-17 13:10:00,Limpieza,103,25,1
2025-11-12 17:37:00,Bebidas_Gaseosas,119,124,1
2025-11-04 13:13:00,Condimentos,110,15,1
2025-03-07 14:52:00,Lacteos,108,134,1
2025-02-25 11:14:00,Lacteos,117,81,1
2024-12-29 19:24:00,Condimentos,116,26,1
2025-11-08 15:57:00,Frutas_Verduras,104,28,1
2025-06-05 08:46:00,Lacteos,113,118,1
2025-10-01 17:27:00,Panaderia,119,143,1
2025-07-30 10:17:00,Panaderia,110,0,0
2025-04-08 12:30:00,Congelados,119,0,0
2025-01-20 11:38:00,Lacteos,103,118,1
2025-04-15 08:03:00,Lacteos,119,0,0
2025-05-13 15:32:00,Congelados,110,0,0
2025-08-07 11:50:00,Enlatados,117,30,1
2025-09-18 10:38:00,Bebidas_Gaseosas,114,84,1
2025-01-11 12:58:00,Congelados,110,0,0
2025-03-16 14:51:00,Frutas_Verduras,120,69,1
2025-09-10 10:17:00,Congelados,116,0,0
2025-07-22 08:55:00,Congelados,117,0,0
2025-08-24 13:52:00,Lacteos,114,107,1
2025-11-09 11:08:00,Congelados,120,29,1
2025-03-02 08:39:00,Congelados,118,25,1
2025-08-23 08:12:00,Panaderia,115,60,1
2025-08-09 14:34:00,Panaderia,108,131,1
2025-03-01 15:59:00,Congelados,108,0,0
2025-05-31 11:21:00,Enlatados,111,68,1
2025-08-29 10:33:00,Condimentos,117,20,1
2024-11-27 19:39:00,Panaderia,105,110,1
2024-11-23 14:45:00,Limpieza,115,25,1
2025-07-31 09:28:00,Congelados,102,9,1
2025-08-11 17:31:00,Limpieza,115,0,0
2025-01-10 10:39:00,Bebidas_Gaseosas,114,68,1
2025-06-16 17:39:00,Condimentos,107,12,1
2025-06-12 09:39:00,Condimentos,105,0,0
2025-08-25 10:08:00,Congelados,106,0,0
2025-10-29 14:28:00,Panaderia,105,149,1
2025-04-12 09:28:00,Condimentos,102,0,0
2025-03-23 17:45:00,Enlatados,116,0,0
2025-10-11 14:04:00,Limpieza,117,55,1
2025-05-24 17:04:00,Limpieza,102,61,1
2025-02-28 17:13:00,Frutas_Verduras,110,0,0
2025-04-03 19:58:00,Condimentos,104,0,0
2025-01-31 17:28:00,Bebidas_Gaseosas,117,97,1
2025-05-21 17:40:00,Panaderia,118,95,1
2024-12-23 10:57:00,Congelados,108,0,0
2025-09-18 19:30:00,Condimentos,112,0,0
2025-06-07 13:07:00,Limpieza,114,0,0
2025-10-22 11:58:00,Frutas_Verduras,109,52,1
2025-04-25 12:55:00,Lacteos,117,55,1
2025-08-08 19:31:00,Enlatados,102,62,1
2025-03-27 15:03:00,Panaderia,107,112,1
2025-07-17 08:31:00,Bebidas_Gaseosas,111,127,1
2025-01-04 17:06:00,Congelados,109,0,0
2025-10-21 17:16:00,Frutas_Verduras,110,22,1
2025-09-12 13:34:00,Bebidas_Gaseosas,115,61,1
2024-12-22 14:01:00,Lacteos,107,86,1
2025-10-15 11:24:00,Bebidas_Gaseosas,115,86,1
2025-02-04 16:43:00,Bebidas_Gaseosas,102,56,1
2025-03-27 11:20:00,Congelados,108,20,1
2025-10-02 08:00:00,Enlatados,102,46,1
2025-07-21 15:29:00,Panaderia,102,0,0
2024-11-28 17:11:00,Bebidas_Gaseosas,117,55,1
2025-05-27 15:14:00,Panaderia,105,105,1
2025-03-01 10:51:00,Limpieza,114,0,0
2025-09-16 19:02:00,Enlatados,112,0,0
2025-10-22 15:29:00,Frutas_Verduras,115,20,1
2025-02-11 08:32:00,Lacteos,101,147,1
2025-11-09 19:59:00,Enlatados,106,0,0
2025-07-14 08:10:00,Panaderia,101,138,1
2025-03-11 10:31:00,Limpieza,103,0,0
2025-03-10 16:26:00,Lacteos,108,60,1
2025-06-17 08:39:00,Condimentos,119,0,0
2025-06-13 19:45:00,Panaderia,115,140,1
2024-12-07 16:29:00,Condimentos,106,0,0
2025-02-08 10:00:00,Congelados,101,13,1
2025-04-09 16:16:00,Panaderia,104,125,1
2025-10-09 12:48:00,Congelados,114,0,0
2025-10-26 10:07:00,Frutas_Verduras,111,20,1
2025-02-24 11:43:00,Enlatados,107,54,1
2025-06-09 16:19:00,Bebidas_Gaseosas,113,0,0
2025-01-06 08:17:00,Congelados,110,15,1
2025-03-28 15:12:00,Frutas_Verduras,105,46,1
2025-04-22 08:45:00,Congelados,106,0,0
2025-03-04 17:23:00,Frutas_Verduras,112,69,1
2025-07-04 19:08:00,Condimentos,107,19,1
2024-11-29 09:46:00,Condimentos,110,0,0
2025-05-15 12:49:00,Lacteos,119,0,0
2025-02-10 09:59:00,Congelados,102,26,1
2025-07-10 11:27:00,Frutas_Verduras,103,0,0
2025-11-03 14:42:00,Bebidas_Gaseosas,119,103,1
2025-07-29 10:37:00,Condimentos,116,0,0
2025-01-18 17:30:00,Lacteos,102,77,1
2025-04-23 17:51:00,Frutas_Verduras,111,44,1
2025-01-08 09:35:00,Lacteos,112,144,1
2025-08-02 08:38:00,Panaderia,118,104,1
2025-10-04 14:35:00,Condimentos,102,29,1
2025-11-19 16:21:00,Panaderia,114,109,1
2025-10-16 15:46:00,Congelados,103,0,0
2025-01-15 18:10:00,Condimentos,120,0,0
2025-04-23 14:03:00,Condimentos,119,0,0
2024-12-16 10:19:00,Condimentos,104,0,0
2025-04-17 15:14:00,Condimentos,110,8,1
2025-08-23 18:14:00,Bebidas_Gaseosas,106,122,1
2025-08-23 10:53:00,Congelados,117,15,1
2024-12-27 17:53:00,Limpieza,109,0,0
2025-06-13 09:09:00,Lacteos,108,50,1
2025-10-09 19:21:00,Panaderia,102,0,0
2025-04-02 09:01:00,Congelados,104,0,0
2024-12-23 09:55:00,Congelados,118,0,0
2025-02-01 15:14:00,Enlatados,109,35,1
2025-07-16 13:08:00,Condimentos,117,0,0
2025-01-27 15:33:00,Lacteos,115,68,1
2024-12-22 08:24:00,Limpieza,114,34,1
2025-06-19 11:39:00,Lacteos,106,0,0
2025-02-16 14:16:00,Bebidas_Gaseosas,114,87,1
2025-10-31 19:59:00,Lacteos,119,149,1
